Ensembl Gene ID	Description	Associated Gene Name
ENSG00000168575	solute carrier family 20 (phosphate transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:10947]	SLC20A2
ENSG00000274226	TBC1 domain family, member 3H [Source:HGNC Symbol;Acc:HGNC:30708]	TBC1D3H
ENSG00000226016	ribosomal protein L36a pseudogene 55 [Source:HGNC Symbol;Acc:HGNC:44939]	RPL36AP55
ENSG00000275034	TP53 target 3C [Source:HGNC Symbol;Acc:HGNC:42962]	TP53TG3C
ENSG00000242296	defensin, beta 109, pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18090]	DEFB109P1
ENSG00000182481	karyopherin alpha 2 (RAG cohort 1, importin alpha 1) [Source:HGNC Symbol;Acc:HGNC:6395]	KPNA2
ENSG00000101680	laminin, alpha 1 [Source:HGNC Symbol;Acc:HGNC:6481]	LAMA1
ENSG00000112116	interleukin 17F [Source:HGNC Symbol;Acc:HGNC:16404]	IL17F
ENSG00000257008	G protein-coupled receptor 142 [Source:HGNC Symbol;Acc:HGNC:20088]	GPR142
ENSG00000070444	MAX network transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:7188]	MNT
ENSG00000267742	family with sequence similarity 60, member C pseudogene [Source:HGNC Symbol;Acc:HGNC:31737]	FAM60CP
ENSG00000223608	DSCR4 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:41328]	DSCR4-IT1
ENSG00000186082	keratin 18 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:6433]	KRT18P14
ENSG00000235220	major histocompatibility complex, class I, F [Source:HGNC Symbol;Acc:HGNC:4963]	HLA-F
ENSG00000235282	dynein, light chain, LC8-type 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:49654]	DYNLL1P3
ENSG00000213412	heterogeneous nuclear ribonucleoprotein A1 pseudogene 33 [Source:HGNC Symbol;Acc:HGNC:44990]	HNRNPA1P33
ENSG00000158106	rhophilin, Rho GTPase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19973]	RHPN1
ENSG00000204574	ATP-binding cassette, sub-family F (GCN20), member 1 [Source:HGNC Symbol;Acc:HGNC:70]	ABCF1
ENSG00000233972	ribosomal protein L32 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10339]	RPL32P1
ENSG00000196247	zinc finger protein 107 [Source:HGNC Symbol;Acc:HGNC:12887]	ZNF107
ENSG00000254835	RNF185 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41161]	RNF185-AS1
ENSG00000118515	serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:HGNC:10810]	SGK1
ENSG00000109339	mitogen-activated protein kinase 10 [Source:HGNC Symbol;Acc:HGNC:6872]	MAPK10
ENSG00000203760	centromere protein W [Source:HGNC Symbol;Acc:HGNC:21488]	CENPW
ENSG00000138308	phospholipase A2, group XIIB [Source:HGNC Symbol;Acc:HGNC:18555]	PLA2G12B
ENSG00000179772	forkhead box S1 [Source:HGNC Symbol;Acc:HGNC:3735]	FOXS1
ENSG00000127125	phosphopantothenoylcysteine synthetase [Source:HGNC Symbol;Acc:HGNC:25686]	PPCS
ENSG00000169599	NFU1 iron-sulfur cluster scaffold [Source:HGNC Symbol;Acc:HGNC:16287]	NFU1
ENSG00000215912	tetratricopeptide repeat domain 34 [Source:HGNC Symbol;Acc:HGNC:34297]	TTC34
ENSG00000167930	integrin alpha FG-GAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:14163]	ITFG3
ENSG00000278427	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1 [Source:HGNC Symbol;Acc:HGNC:6338]	KIR3DL1
ENSG00000240873	ribosomal protein S29 pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:35799]	RPS29P22
ENSG00000172497	acyl-CoA thioesterase 12 [Source:HGNC Symbol;Acc:HGNC:24436]	ACOT12
ENSG00000278415	Fc fragment of IgA, receptor for [Source:HGNC Symbol;Acc:HGNC:3608]	FCAR
ENSG00000255274	TMPRSS4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44179]	TMPRSS4-AS1
ENSG00000250045	chromobox homolog 3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:42875]	CBX3P3
ENSG00000138942	ring finger protein 185 [Source:HGNC Symbol;Acc:HGNC:26783]	RNF185
ENSG00000271655	BCL2/adenovirus E1B 19kDa interacting protein 3 pseudogene 35 [Source:HGNC Symbol;Acc:HGNC:49715]	BNIP3P35
ENSG00000203489	high mobility group box 1 pseudogene 39 [Source:HGNC Symbol;Acc:HGNC:39186]	HMGB1P39
ENSG00000227054	ferredoxin 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:3641]	FDX1P2
ENSG00000242520	melanoma antigen family A, 5 [Source:HGNC Symbol;Acc:HGNC:6803]	MAGEA5
ENSG00000237335	prefoldin subunit 6 [Source:HGNC Symbol;Acc:HGNC:4926]	PFDN6
ENSG00000227647	HLA complex group 9 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:21243]	HCG9
ENSG00000055118	potassium voltage-gated channel, subfamily H (eag-related), member 2 [Source:HGNC Symbol;Acc:HGNC:6251]	KCNH2
ENSG00000129680	MAP7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25742]	MAP7D3
ENSG00000254582	proteasome (prosome, macropain) subunit, alpha type, 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43832]	PSMA2P1
ENSG00000160870	cytochrome P450, family 3, subfamily A, polypeptide 7 [Source:HGNC Symbol;Acc:HGNC:2640]	CYP3A7
ENSG00000121481	ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:10061]	RNF2
ENSG00000267233	heterogeneous nuclear ribonucleoprotein A3 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:48762]	HNRNPA3P16
ENSG00000230317	long intergenic non-protein coding RNA 1284 [Source:HGNC Symbol;Acc:HGNC:50342]	LINC01284
ENSG00000157456	cyclin B2 [Source:HGNC Symbol;Acc:HGNC:1580]	CCNB2
ENSG00000224212	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP) [Source:HGNC Symbol;Acc:HGNC:43]	TAP1
ENSG00000106341	protein phosphatase 1, regulatory subunit 17 [Source:HGNC Symbol;Acc:HGNC:16973]	PPP1R17
ENSG00000124260	melanoma antigen family A, 10 [Source:HGNC Symbol;Acc:HGNC:6797]	MAGEA10
ENSG00000164736	SRY (sex determining region Y)-box 17 [Source:HGNC Symbol;Acc:HGNC:18122]	SOX17
ENSG00000140600	SH3-domain GRB2-like 3 [Source:HGNC Symbol;Acc:HGNC:10832]	SH3GL3
ENSG00000005961	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41) [Source:HGNC Symbol;Acc:HGNC:6138]	ITGA2B
ENSG00000126561	signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366]	STAT5A
ENSG00000163993	S100 calcium binding protein P [Source:HGNC Symbol;Acc:HGNC:10504]	S100P
ENSG00000112679	dual specificity phosphatase 22 [Source:HGNC Symbol;Acc:HGNC:16077]	DUSP22
ENSG00000108352	Rap guanine nucleotide exchange factor (GEF)-like 1 [Source:HGNC Symbol;Acc:HGNC:17428]	RAPGEFL1
ENSG00000122145	T-box 22 [Source:HGNC Symbol;Acc:HGNC:11600]	TBX22
ENSG00000129625	receptor accessory protein 5 [Source:HGNC Symbol;Acc:HGNC:30077]	REEP5
ENSG00000268957	sialic acid binding Ig-like lectin 26, pseudogene [Source:HGNC Symbol;Acc:HGNC:15615]	SIGLEC26P
ENSG00000183586	high mobility group nucleosomal binding domain 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39206]	HMGN3P1
ENSG00000139880	cadherin 24, type 2 [Source:HGNC Symbol;Acc:HGNC:14265]	CDH24
ENSG00000215537	zinc finger protein 736 pseudogene 11, Y-linked [Source:HGNC Symbol;Acc:HGNC:38426]	ZNF736P11Y
ENSG00000108771	DEXH (Asp-Glu-X-His) box polypeptide 58 [Source:HGNC Symbol;Acc:HGNC:29517]	DHX58
ENSG00000231129	ATP-binding cassette, sub-family F (GCN20), member 1 [Source:HGNC Symbol;Acc:HGNC:70]	ABCF1
ENSG00000243197	tumor suppressor candidate 7 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:27701]	TUSC7
ENSG00000134470	interleukin 15 receptor, alpha [Source:HGNC Symbol;Acc:HGNC:5978]	IL15RA
ENSG00000236138	double homeobox 4 like 26 [Source:HGNC Symbol;Acc:HGNC:50807]	DUX4L26
ENSG00000144554	Fanconi anemia, complementation group D2 [Source:HGNC Symbol;Acc:HGNC:3585]	FANCD2
ENSG00000277422	REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 6, pseudogene [Source:HGNC Symbol;Acc:HGNC:32243]	REXO1L6P
ENSG00000163104	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1 [Source:HGNC Symbol;Acc:HGNC:18398]	SMARCAD1
ENSG00000180251	solute carrier family 9, subfamily A (NHE4, cation proton antiporter 4), member 4 [Source:HGNC Symbol;Acc:HGNC:11077]	SLC9A4
ENSG00000232744	ubiquitin specific peptidase 9, Y-linked pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:38752]	USP9YP16
ENSG00000174943	potassium channel tetramerization domain containing 13 [Source:HGNC Symbol;Acc:HGNC:22234]	KCTD13
ENSG00000135436	family with sequence similarity 186, member B [Source:HGNC Symbol;Acc:HGNC:25296]	FAM186B
ENSG00000276468	killer cell immunoglobulin-like receptor, two domains, pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16344]	KIR2DP1
ENSG00000128016	ZFP36 ring finger protein [Source:HGNC Symbol;Acc:HGNC:12862]	ZFP36
ENSG00000028839	TBP-like 1 [Source:HGNC Symbol;Acc:HGNC:11589]	TBPL1
ENSG00000103034	NDRG family member 4 [Source:HGNC Symbol;Acc:HGNC:14466]	NDRG4
ENSG00000244646	XK, Kell blood group complex subunit-related, Y-linked 2 [Source:HGNC Symbol;Acc:HGNC:23922]	XKRY2
ENSG00000185272	RNA binding motif protein 11 [Source:HGNC Symbol;Acc:HGNC:9897]	RBM11
ENSG00000196937	family with sequence similarity 3, member C [Source:HGNC Symbol;Acc:HGNC:18664]	FAM3C
ENSG00000158882	translocase of outer mitochondrial membrane 40 homolog (yeast)-like [Source:HGNC Symbol;Acc:HGNC:25756]	TOMM40L
ENSG00000153012	leucine-rich repeat LGI family, member 2 [Source:HGNC Symbol;Acc:HGNC:18710]	LGI2
ENSG00000234230	ZFX antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40617]	ZFX-AS1
ENSG00000110169	hemopexin [Source:HGNC Symbol;Acc:HGNC:5171]	HPX
ENSG00000120675	DnaJ (Hsp40) homolog, subfamily C, member 15 [Source:HGNC Symbol;Acc:HGNC:20325]	DNAJC15
ENSG00000143536	cornulin [Source:HGNC Symbol;Acc:HGNC:1230]	CRNN
ENSG00000104490	neurocalcin delta [Source:HGNC Symbol;Acc:HGNC:7655]	NCALD
ENSG00000273849	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:37668]	ATP5A1P10
ENSG00000268541	vomeronasal 1 receptor 88 pseudogene [Source:HGNC Symbol;Acc:HGNC:37408]	VN1R88P
ENSG00000180909	olfactory receptor, family 52, subfamily B, member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15206]	OR52B1P
ENSG00000171433	glyoxalase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:33358]	GLOD5
ENSG00000241560	ZBTB20 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40640]	ZBTB20-AS1
ENSG00000231310	TBL1XR1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41243]	TBL1XR1-AS1
ENSG00000164932	collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:18831]	CTHRC1
ENSG00000260089	ADAM metallopeptidase domain 3B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:210]	ADAM3B
ENSG00000164970	family with sequence similarity 219, member A [Source:HGNC Symbol;Acc:HGNC:19920]	FAM219A
ENSG00000203740	methyltransferase like 11B [Source:HGNC Symbol;Acc:HGNC:31932]	METTL11B
ENSG00000257648	cytochrome c, somatic pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:24405]	CYCSP30
ENSG00000090238	yippee-like 3 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:18327]	YPEL3
ENSG00000107758	protein phosphatase 3, catalytic subunit, beta isozyme [Source:HGNC Symbol;Acc:HGNC:9315]	PPP3CB
ENSG00000075426	FOS-like antigen 2 [Source:HGNC Symbol;Acc:HGNC:3798]	FOSL2
ENSG00000052795	folliculin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29280]	FNIP2
ENSG00000224533	TMLHE antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44261]	TMLHE-AS1
ENSG00000213676	activating transcription factor 6 beta [Source:HGNC Symbol;Acc:HGNC:2349]	ATF6B
ENSG00000213559	heterogeneous nuclear ribonucleoprotein A1 pseudogene 64 [Source:HGNC Symbol;Acc:HGNC:48794]	HNRNPA1P64
ENSG00000105053	vaccinia related kinase 3 [Source:HGNC Symbol;Acc:HGNC:18996]	VRK3
ENSG00000180644	perforin 1 (pore forming protein) [Source:HGNC Symbol;Acc:HGNC:9360]	PRF1
ENSG00000165119	heterogeneous nuclear ribonucleoprotein K [Source:HGNC Symbol;Acc:HGNC:5044]	HNRNPK
ENSG00000129437	kallikrein-related peptidase 14 [Source:HGNC Symbol;Acc:HGNC:6362]	KLK14
ENSG00000143258	ubiquitin specific peptidase 21 [Source:HGNC Symbol;Acc:HGNC:12620]	USP21
ENSG00000147138	G protein-coupled receptor 174 [Source:HGNC Symbol;Acc:HGNC:30245]	GPR174
ENSG00000242220	t-complex 10-like [Source:HGNC Symbol;Acc:HGNC:11657]	TCP10L
ENSG00000111843	transmembrane protein 14C [Source:HGNC Symbol;Acc:HGNC:20952]	TMEM14C
ENSG00000203690	t-complex 10 [Source:HGNC Symbol;Acc:HGNC:11656]	TCP10
ENSG00000221926	tripartite motif containing 16 [Source:HGNC Symbol;Acc:HGNC:17241]	TRIM16
ENSG00000213326	ribosomal protein S7 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:35841]	RPS7P11
ENSG00000089639	GEM interacting protein [Source:HGNC Symbol;Acc:HGNC:24852]	GMIP
ENSG00000223458	LMO7DN intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:49790]	LMO7DN-IT1
ENSG00000163344	phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]	PMVK
ENSG00000143033	metal response element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:29535]	MTF2
ENSG00000230391	ribosomal protein SA pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:36742]	RPSAP23
ENSG00000265773	nucleoporin 210kDa pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:42707]	NUP210P2
ENSG00000111897	serine incorporator 1 [Source:HGNC Symbol;Acc:HGNC:13464]	SERINC1
ENSG00000063515	goosecoid homeobox 2 [Source:HGNC Symbol;Acc:HGNC:4613]	GSC2
ENSG00000177483	RNA binding motif protein 44 [Source:HGNC Symbol;Acc:HGNC:24756]	RBM44
ENSG00000169564	poly(rC) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8647]	PCBP1
ENSG00000005889	zinc finger protein, X-linked [Source:HGNC Symbol;Acc:HGNC:12869]	ZFX
ENSG00000268751	secretoglobin, family 1B, member 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:20741]	SCGB1B2P
ENSG00000135569	trace amine associated receptor 5 [Source:HGNC Symbol;Acc:HGNC:30236]	TAAR5
ENSG00000231538	DPP10 antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:40939]	DPP10-AS3
ENSG00000143621	interleukin enhancer binding factor 2 [Source:HGNC Symbol;Acc:HGNC:6037]	ILF2
ENSG00000049192	ADAM metallopeptidase with thrombospondin type 1 motif, 6 [Source:HGNC Symbol;Acc:HGNC:222]	ADAMTS6
ENSG00000188585	long intergenic non-protein coding RNA 83 [Source:HGNC Symbol;Acc:HGNC:34521]	LINC00083
ENSG00000257569	glutathione S-transferase pi 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4640]	GSTP1P1
ENSG00000171840	ninjurin 2 [Source:HGNC Symbol;Acc:HGNC:7825]	NINJ2
ENSG00000189410	SH2 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28819]	SH2D5
ENSG00000214886	family with sequence similarity 177, member A1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:34441]	FAM177A1P1
ENSG00000180919	olfactory receptor, family 56, subfamily B, member 4 [Source:HGNC Symbol;Acc:HGNC:15248]	OR56B4
ENSG00000181929	protein kinase, AMP-activated, gamma 1 non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9385]	PRKAG1
ENSG00000141639	mitogen-activated protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:6878]	MAPK4
ENSG00000251437	NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase) pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:44042]	NDUFS5P4
ENSG00000184012	transmembrane protease, serine 2 [Source:HGNC Symbol;Acc:HGNC:11876]	TMPRSS2
ENSG00000178734	LMO7 downstream neighbor [Source:HGNC Symbol;Acc:HGNC:44370]	LMO7DN
ENSG00000186352	ankyrin repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:29593]	ANKRD37
ENSG00000214338	SOGA family member 3 [Source:HGNC Symbol;Acc:HGNC:21494]	SOGA3
ENSG00000165533	tetratricopeptide repeat domain 8 [Source:HGNC Symbol;Acc:HGNC:20087]	TTC8
ENSG00000255307	olfactory receptor, family 52, subfamily B, member 2 [Source:HGNC Symbol;Acc:HGNC:15207]	OR52B2
ENSG00000248640	heterogeneous nuclear ribonucleoprotein A1 pseudogene 56 [Source:HGNC Symbol;Acc:HGNC:48786]	HNRNPA1P56
ENSG00000186971	keratin associated protein 13-4 [Source:HGNC Symbol;Acc:HGNC:18926]	KRTAP13-4
ENSG00000223980	major histocompatibility complex, class I, A [Source:HGNC Symbol;Acc:HGNC:4931]	HLA-A
ENSG00000158714	SLAM family member 8 [Source:HGNC Symbol;Acc:HGNC:21391]	SLAMF8
ENSG00000111971	lymphocyte antigen 6 complex, locus G5C [Source:HGNC Symbol;Acc:HGNC:13932]	LY6G5C
ENSG00000249055	tubulin folding cofactor A pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:42632]	TBCAP3
ENSG00000114200	butyrylcholinesterase [Source:HGNC Symbol;Acc:HGNC:983]	BCHE
ENSG00000176018	LysM, putative peptidoglycan-binding, domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26969]	LYSMD3
ENSG00000274183	H2A histone family, member B1 [Source:HGNC Symbol;Acc:HGNC:22516]	H2AFB1
ENSG00000226359	POTE ankyrin domain family, member N, pseudogene [Source:HGNC Symbol;Acc:HGNC:49661]	POTENP
ENSG00000185904	long intergenic non-protein coding RNA 839 [Source:HGNC Symbol;Acc:HGNC:28269]	LINC00839
ENSG00000136159	nudix (nucleoside diphosphate linked moiety X)-type motif 15 [Source:HGNC Symbol;Acc:HGNC:23063]	NUDT15
ENSG00000260388	long intergenic non-protein coding RNA 562 [Source:HGNC Symbol;Acc:HGNC:43706]	LINC00562
ENSG00000131711	microtubule-associated protein 1B [Source:HGNC Symbol;Acc:HGNC:6836]	MAP1B
ENSG00000109536	FSHD region gene 1 [Source:HGNC Symbol;Acc:HGNC:3954]	FRG1
ENSG00000128052	kinase insert domain receptor (a type III receptor tyrosine kinase) [Source:HGNC Symbol;Acc:HGNC:6307]	KDR
ENSG00000176782	defensin, beta 104A [Source:HGNC Symbol;Acc:HGNC:18115]	DEFB104A
ENSG00000211783	T cell receptor alpha variable 9-1 [Source:HGNC Symbol;Acc:HGNC:12153]	TRAV9-1
ENSG00000244691	ribosomal protein L10a pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19813]	RPL10AP1
ENSG00000204704	olfactory receptor, family 2, subfamily W, member 1 [Source:HGNC Symbol;Acc:HGNC:8281]	OR2W1
ENSG00000131018	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:HGNC:17089]	SYNE1
ENSG00000234746	olfactory receptor, family 2, subfamily J, member 2 [Source:HGNC Symbol;Acc:HGNC:8260]	OR2J2
ENSG00000148965	serum amyloid A4, constitutive [Source:HGNC Symbol;Acc:HGNC:10516]	SAA4
ENSG00000167074	thyrotrophic embryonic factor [Source:HGNC Symbol;Acc:HGNC:11722]	TEF
ENSG00000236909	olfactory receptor, family 2, subfamily P, member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:8272]	OR2P1P
ENSG00000073969	N-ethylmaleimide-sensitive factor [Source:HGNC Symbol;Acc:HGNC:8016]	NSF
ENSG00000226557	TNF receptor-associated factor 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45032]	TRAF6P1
ENSG00000180822	proteasome (prosome, macropain) assembly chaperone 4 [Source:HGNC Symbol;Acc:HGNC:21108]	PSMG4
ENSG00000242610	olfactory receptor, family 5, subfamily BH, member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15407]	OR5BH1P
ENSG00000229082	olfactory receptor, family 5, subfamily AW, member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15406]	OR5AW1P
ENSG00000275714	histone cluster 1, H3a [Source:HGNC Symbol;Acc:HGNC:4766]	HIST1H3A
ENSG00000213920	magnesium-dependent phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28781]	MDP1
ENSG00000206445	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2 [Source:HGNC Symbol;Acc:HGNC:862]	ATP6V1G2
ENSG00000226906	testis-specific transcript, Y-linked 4 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:16481]	TTTY4
ENSG00000243014	prothymosin, alpha pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:42437]	PTMAP8
ENSG00000168385	septin 2 [Source:HGNC Symbol;Acc:HGNC:7729]	SEPT2
ENSG00000241397	long intergenic non-protein coding RNA 903 [Source:HGNC Symbol;Acc:HGNC:40351]	LINC00903
ENSG00000241061	ribosomal protein L5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10361]	RPL5P1
ENSG00000213822	carcinoembryonic antigen-related cell adhesion molecule 18 [Source:HGNC Symbol;Acc:HGNC:31949]	CEACAM18
ENSG00000095713	cartilage acidic protein 1 [Source:HGNC Symbol;Acc:HGNC:14882]	CRTAC1
ENSG00000213069	keratin 8 pseudogene 40 [Source:HGNC Symbol;Acc:HGNC:39874]	KRT8P40
ENSG00000204308	ring finger protein 5, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:10068]	RNF5
ENSG00000279192	Prader Willi/Angelman region RNA 5 [Source:HGNC Symbol;Acc:HGNC:30090]	PWAR5
ENSG00000242385	long intergenic non-protein coding RNA 901 [Source:HGNC Symbol;Acc:HGNC:40352]	LINC00901
ENSG00000172188	olfactory receptor, family 4, subfamily C, member 11 [Source:HGNC Symbol;Acc:HGNC:15167]	OR4C11
ENSG00000224128	long intergenic non-protein coding RNA 1248 [Source:HGNC Symbol;Acc:HGNC:49842]	LINC01248
ENSG00000225682	decapping exoribonuclease [Source:HGNC Symbol;Acc:HGNC:2992]	DXO
ENSG00000256737	retinoblastoma binding protein 4 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:42372]	RBBP4P5
ENSG00000100453	granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1) [Source:HGNC Symbol;Acc:HGNC:4709]	GZMB
ENSG00000087152	ataxin 7-like 3 [Source:HGNC Symbol;Acc:HGNC:25416]	ATXN7L3
ENSG00000160404	torsin family 2, member A [Source:HGNC Symbol;Acc:HGNC:11996]	TOR2A
ENSG00000240135	proteasome 26S subunit, non-ATPase, 12 pseudogene [Source:HGNC Symbol;Acc:HGNC:30153]	PSMD12P
ENSG00000243686	ribosomal protein, large, P1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:36196]	RPLP1P11
ENSG00000235026	DPP10 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40941]	DPP10-AS1
ENSG00000233767	proteasome (prosome, macropain) subunit, alpha type, 6 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39608]	PSMA6P3
ENSG00000156299	T-cell lymphoma invasion and metastasis 1 [Source:HGNC Symbol;Acc:HGNC:11805]	TIAM1
ENSG00000105514	RAB3D, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9779]	RAB3D
ENSG00000242060	ribosomal protein S3a pseudogene 49 [Source:HGNC Symbol;Acc:HGNC:36810]	RPS3AP49
ENSG00000240922	LSAMP antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40350]	LSAMP-AS1
ENSG00000256030	chromobox homolog 3 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:42876]	CBX3P4
ENSG00000185010	coagulation factor VIII, procoagulant component [Source:HGNC Symbol;Acc:HGNC:3546]	F8
ENSG00000266964	FXYD domain containing ion transport regulator 1 [Source:HGNC Symbol;Acc:HGNC:4025]	FXYD1
ENSG00000175147	TMEM51 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26301]	TMEM51-AS1
ENSG00000086758	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:30892]	HUWE1
ENSG00000229465	actin, gamma 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:37651]	ACTG1P11
ENSG00000231924	pregnancy specific beta-1-glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:9514]	PSG1
ENSG00000117691	neudesin neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:30384]	NENF
ENSG00000231311	PTPN13-like, Y-linked pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:34019]	PRYP2
ENSG00000260704	long intergenic non-protein coding RNA 543 [Source:HGNC Symbol;Acc:HGNC:43678]	LINC00543
ENSG00000117643	mannosidase, alpha, class 1C, member 1 [Source:HGNC Symbol;Acc:HGNC:19080]	MAN1C1
ENSG00000099721	amelogenin, Y-linked [Source:HGNC Symbol;Acc:HGNC:462]	AMELY
